dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
1/1/2022,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0,casual,11
7/7/2021,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,registered,279
8/7/2021,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,casual,45
29/1/2021,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,casual,9
29/1/2022,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,casual,13
3/9/2021,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,casual,15
21/3/2022,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,casual,76
17/7/2021,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,registered,243
8/2/2021,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,casual,0
27/1/2022,1,1,1,4,0,5,1,2,0.4,0.4091,1,0.2985,registered,3
13/5/2021,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,registered,359
29/11/2022,4,1,11,6,0,4,1,1,0.22,0.2727,0.69,0,registered,120
4/9/2022,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,registered,4
17/10/2022,4,1,10,11,0,3,1,2,0.5,0.4848,0.51,0.0896,casual,78
15/10/2021,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,casual,115
14/3/2022,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,casual,61
8/6/2021,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,registered,435
7/1/2022,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,casual,14
4/1/2021,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,casual,1
14/10/2021,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,casual,1
3/4/2022,2,1,4,20,0,2,1,1,0.56,0.5303,0.24,0.1343,registered,325
27/10/2021,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0,casual,2
10/1/2021,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,casual,3
24/5/2022,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,casual,120
24/7/2021,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,casual,42
5/1/2022,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0,registered,377
23/11/2021,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,registered,67
15/5/2022,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,casual,75
4/11/2022,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,registered,270
29/7/2021,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,casual,40
30/12/2021,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0,registered,236
16/10/2022,4,1,10,22,0,2,1,1,0.4,0.4091,0.71,0.0896,casual,18
23/10/2022,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,casual,76
17/10/2022,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,registered,766
25/5/2021,2,0,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,casual,2
11/12/2022,4,1,12,14,0,2,1,2,0.38,0.3939,0.5,0.2239,casual,19
24/3/2021,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,registered,90
6/11/2022,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,registered,597
27/4/2021,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,registered,161
16/10/2022,4,1,10,6,0,2,1,1,0.42,0.4242,0.67,0.1642,casual,4
24/10/2021,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,casual,9
13/4/2021,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,registered,160
9/7/2021,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,registered,23
19/4/2022,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045,casual,63
28/5/2021,2,0,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,casual,201
2/11/2022,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,casual,51
7/7/2022,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,registered,13
13/11/2021,4,0,11,7,0,0,0,1,0.34,0.3182,0.66,0.2239,registered,30
10/9/2022,3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,casual,108
30/8/2021,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,casual,60
15/8/2022,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,registered,155
13/7/2022,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,registered,30
7/10/2022,4,1,10,12,0,0,0,2,0.42,0.4242,0.71,0,registered,292
3/8/2022,3,1,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,registered,170
9/3/2021,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,registered,84
28/5/2022,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,registered,222
15/12/2021,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,registered,274
10/9/2021,3,0,9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,registered,171
18/4/2022,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0,registered,51
9/7/2022,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,casual,7
10/2/2021,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,registered,3
21/4/2022,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,casual,259
14/7/2022,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,casual,269
3/10/2022,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0,casual,9
3/4/2021,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0,casual,174
9/8/2021,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,registered,125
29/12/2022,1,1,12,17,0,6,0,1,0.26,0.2424,0.79,0.1045,registered,100
20/11/2021,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,casual,13
26/10/2022,4,1,10,20,0,5,1,2,0.54,0.5152,0.83,0.1642,registered,271
5/11/2022,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,registered,38
8/2/2022,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0,registered,1
12/4/2021,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,registered,47
17/8/2021,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,registered,470
20/1/2022,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,registered,119
6/4/2022,2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,casual,81
15/4/2021,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,registered,11
2/11/2021,4,0,11,15,0,3,1,1,0.48,0.4697,0.51,0.1642,registered,161
22/9/2021,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,casual,5
3/3/2022,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,casual,1
1/8/2021,3,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,casual,69
17/2/2022,1,1,2,9,0,5,1,2,0.26,0.303,1,0,registered,275
25/4/2022,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.194,registered,501
27/10/2022,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,registered,318
26/5/2021,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,registered,270
8/5/2022,2,1,5,0,0,2,1,2,0.52,0.5,0.52,0.2537,registered,28
27/7/2021,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,casual,4
28/6/2021,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,casual,7
29/12/2022,1,1,12,15,0,6,0,2,0.24,0.2424,0.87,0,casual,19
2/4/2021,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,registered,41
14/7/2021,3,0,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,registered,32
15/12/2021,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,casual,8
8/6/2022,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,registered,335
20/1/2022,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,registered,144
3/3/2021,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,casual,5
21/7/2022,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,casual,8
2/3/2022,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,casual,31
28/1/2022,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,casual,0
23/3/2022,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,registered,150
26/8/2021,3,0,8,22,0,5,1,1,0.72,0.697,0.79,0.1045,registered,126
30/4/2022,2,1,4,7,0,1,1,1,0.4,0.4091,0.5,0.194,registered,343
28/9/2021,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,casual,57
22/8/2022,3,1,8,6,0,3,1,1,0.62,0.5909,0.73,0,registered,175
4/5/2021,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,registered,21
12/12/2021,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,registered,91
11/7/2021,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,casual,0
7/10/2022,4,1,10,18,0,0,0,3,0.4,0.4091,0.82,0.194,registered,82
24/2/2022,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,registered,289
22/6/2022,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343,registered,155
5/2/2022,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,registered,4
20/2/2021,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,registered,30
17/4/2022,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,registered,3
8/2/2022,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,registered,124
5/5/2021,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,0.2836,casual,20
20/1/2021,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,casual,12
16/11/2022,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,registered,306
28/9/2022,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,casual,32
18/12/2021,4,0,12,10,0,0,0,1,0.24,0.2273,0.6,0.2537,registered,122
11/4/2022,2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,casual,16
29/12/2022,1,1,12,0,0,6,0,2,0.24,0.2424,0.7,0,casual,1
16/11/2022,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,casual,21
26/8/2022,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,casual,18
10/6/2022,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,registered,10
31/7/2022,3,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,registered,726
3/12/2021,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0,casual,100
21/1/2021,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,registered,4
1/5/2021,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0,registered,153
27/4/2022,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,casual,1
8/6/2021,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0,casual,3
16/3/2022,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,casual,44
6/11/2021,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642,casual,105
6/1/2022,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,registered,188
10/1/2021,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,casual,1
3/8/2021,3,0,8,21,0,3,1,2,0.68,0.6364,0.89,0.1343,casual,7
31/12/2022,1,1,12,13,0,1,1,2,0.26,0.2576,0.44,0.1642,registered,165
8/11/2022,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,registered,147
27/4/2022,2,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,registered,560
24/3/2021,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,registered,221
18/3/2021,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,casual,72
12/4/2022,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,registered,7
9/8/2021,3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,registered,88
26/8/2022,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,casual,40
25/8/2022,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,casual,29
27/8/2022,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,registered,3
10/7/2021,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,casual,8
25/8/2022,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,casual,122
26/4/2021,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,registered,251
20/3/2022,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,registered,182
25/10/2021,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,registered,299
2/10/2021,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,registered,43
17/6/2021,2,0,6,5,0,5,1,1,0.54,0.5152,1,0,registered,12
24/11/2022,4,1,11,18,0,6,0,1,0.26,0.2273,0.38,0.3881,registered,123
3/11/2021,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,casual,33
13/9/2022,3,1,9,19,0,4,1,1,0.64,0.6061,0.65,0.1343,casual,80
6/2/2021,1,0,2,8,0,0,0,1,0.24,0.2576,0.65,0.1045,casual,2
10/6/2021,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,registered,18
30/9/2022,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0,casual,19
5/2/2021,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,registered,17
19/1/2022,1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,casual,9
25/3/2021,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,casual,9
23/6/2022,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,registered,59
5/6/2022,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,casual,6
11/3/2021,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,casual,19
21/4/2021,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,registered,272
15/6/2022,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,registered,242
19/1/2022,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,registered,118
5/11/2022,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,registered,119
31/5/2022,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,registered,114
4/10/2021,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,registered,166
27/3/2022,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,registered,277
8/7/2022,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0,registered,202
26/2/2021,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,casual,57
3/11/2021,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,casual,18
19/2/2022,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,registered,189
10/4/2021,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,registered,2
12/2/2022,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,registered,102
6/8/2022,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,registered,5
11/5/2021,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0,registered,202
23/12/2021,1,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,registered,43
30/6/2021,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,casual,114
13/10/2022,4,1,10,8,0,6,0,1,0.34,0.3485,0.53,0.1045,registered,151
14/1/2022,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,casual,3
7/11/2021,4,0,11,16,0,1,1,1,0.52,0.5,0.45,0,registered,255
17/5/2022,2,1,5,16,0,4,1,1,0.66,0.6212,0.31,0.194,registered,344
7/8/2021,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,casual,18
29/5/2022,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,casual,69
18/5/2022,2,1,5,5,0,5,1,1,0.46,0.4545,0.77,0.1045,casual,1
3/11/2022,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,casual,31
22/8/2022,3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0,casual,7
14/11/2022,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,casual,31
21/1/2022,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,registered,62
27/3/2022,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,registered,141
14/11/2022,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,casual,10
10/1/2022,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,registered,225
28/1/2022,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0,casual,13
1/9/2021,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,casual,29
22/11/2022,4,1,11,1,1,4,0,1,0.28,0.303,0.65,0.0896,casual,5
17/10/2022,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,casual,15
17/6/2021,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0,registered,89
14/10/2021,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,registered,16
14/5/2022,2,1,5,14,0,1,1,2,0.62,0.5909,0.73,0.2537,casual,43
5/1/2021,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,registered,65
7/10/2021,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0,casual,5
27/7/2021,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,registered,93
15/9/2022,3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179,registered,263
16/8/2022,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,casual,78
18/3/2022,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,registered,71
20/10/2022,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0,casual,9
29/3/2021,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,casual,13
28/10/2021,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,casual,36
13/2/2021,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,casual,15
17/5/2022,2,1,5,13,0,4,1,1,0.62,0.6212,0.41,0.194,casual,86
17/7/2021,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,casual,59
31/5/2022,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,casual,62
16/11/2022,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,casual,41
22/3/2021,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,casual,4
5/8/2022,3,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,casual,18
1/4/2022,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,registered,278
26/9/2021,4,0,9,12,0,1,1,2,0.68,0.6364,0.79,0.1642,registered,161
6/7/2022,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,registered,223
4/4/2022,2,1,4,10,0,3,1,2,0.54,0.5152,0.45,0.1343,registered,99
7/4/2021,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,casual,52
12/7/2022,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,registered,171
8/7/2022,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,registered,34
28/11/2022,4,1,11,23,0,3,1,1,0.26,0.2727,0.48,0.1343,registered,73
17/12/2021,4,0,12,18,0,6,0,1,0.26,0.2273,0.48,0.3881,casual,7
5/1/2021,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,casual,0
4/5/2022,2,1,5,12,0,5,1,3,0.62,0.5909,0.78,0.3582,casual,46
28/3/2021,2,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,casual,15
30/3/2022,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,casual,1
15/4/2022,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,registered,360
22/2/2022,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,registered,122
17/2/2021,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,registered,267
16/1/2022,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,registered,46
16/4/2022,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,casual,115
11/10/2022,4,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,registered,773
5/5/2021,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,registered,120
15/7/2021,3,0,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,registered,514
16/10/2021,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,registered,230
1/8/2021,3,0,8,2,0,1,1,1,0.7,0.6667,0.74,0.1045,registered,7
13/7/2021,3,0,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,casual,39
30/11/2021,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,casual,16
23/3/2021,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,casual,13
1/12/2022,4,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,casual,45
5/6/2022,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985,registered,8
9/1/2021,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,casual,1
18/11/2022,4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,casual,14
6/9/2021,3,0,9,8,0,2,1,3,0.54,0.5152,0.83,0.3881,registered,349
9/9/2022,3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,casual,85
23/11/2021,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,registered,16
29/4/2022,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,casual,128
30/8/2022,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0,casual,73
15/2/2022,1,1,2,10,0,3,1,1,0.34,0.303,0.57,0.2985,registered,108
16/12/2021,4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,registered,100
26/5/2021,2,0,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,casual,74
13/12/2021,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,registered,102
25/1/2022,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0,casual,19
16/7/2021,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,casual,85
19/4/2022,2,1,4,7,0,4,1,2,0.4,0.4091,0.82,0.1343,casual,15
19/11/2022,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,casual,47
17/9/2022,3,1,9,6,0,1,1,1,0.48,0.4697,0.82,0,casual,7
17/3/2021,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,casual,3
31/1/2022,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,casual,11
28/8/2022,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,casual,25
8/6/2022,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,registered,59
20/1/2022,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,registered,19
23/4/2021,2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,casual,180
31/12/2022,1,1,12,16,0,1,1,2,0.26,0.2576,0.48,0.194,registered,184
30/4/2021,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,casual,37
31/1/2022,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,registered,181
20/1/2021,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,registered,8
2/3/2022,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.194,casual,7
20/7/2022,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,casual,35
21/11/2022,4,1,11,0,0,3,1,1,0.34,0.3636,0.81,0,registered,25
14/3/2021,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,registered,51
5/4/2022,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,casual,145
11/3/2022,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,casual,201
12/4/2021,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,casual,29
11/4/2022,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,registered,2
22/7/2022,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,casual,178
22/1/2022,1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,casual,27
28/8/2021,3,0,8,20,0,0,0,1,0.72,0.6515,0.45,0.1045,registered,150
10/11/2022,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0,casual,227
10/1/2022,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,casual,3
2/11/2021,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,registered,108
19/8/2021,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,casual,54
16/7/2021,3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,casual,185
9/5/2021,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,registered,7
26/9/2021,4,0,9,0,0,1,1,2,0.62,0.5455,0.94,0,casual,6
23/4/2021,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,casual,13
20/3/2021,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,registered,24
3/2/2021,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,registered,2
11/6/2022,2,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.1343,registered,259
10/2/2022,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,casual,0
8/3/2022,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,casual,0
19/12/2021,4,0,12,1,0,1,1,1,0.18,0.2121,0.8,0.0896,registered,8
3/3/2022,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,casual,24
29/6/2022,3,1,6,13,0,5,1,1,0.94,0.8788,0.38,0.194,casual,45
13/9/2022,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,casual,63
14/12/2022,4,1,12,4,0,5,1,1,0.2,0.2273,0.75,0.0896,casual,1
4/11/2021,4,0,11,8,0,5,1,2,0.4,0.4091,0.87,0.3582,casual,8
1/9/2021,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,casual,17
26/10/2021,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,registered,105
26/10/2021,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,registered,21
29/12/2022,1,1,12,8,0,6,0,2,0.26,0.2424,0.81,0,casual,9
10/8/2021,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0,casual,9
16/3/2021,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,registered,144
17/9/2021,3,0,9,19,0,6,0,1,0.52,0.5,0.68,0.1343,registered,186
